SHORT_TERM_COUNT,MID_TERM_COUNT,LONG_TERM_COUNT,SHORT_TERM_COUNT_BANK,MID_TERM_COUNT_BANK,LONG_TERM_COUNT_BANK,SHORT_TERM_COUNT_NON_BANK,MID_TERM_COUNT_NON_BANK,LONG_TERM_COUNT_NON_BANK,NUMBER_OF_LOANS,NUMBER_OF_LOANS_BANK,NUMBER_OF_LOANS_NON_BANK,NUMBER_OF_CREDIT_CARDS,NUMBER_OF_CREDIT_CARDS_BANK,NUMBER_OF_CREDIT_CARDS_NON_BANK,NUMBER_OF_RELATIONSHIP,NUMBER_OF_RELATIONSHIP_BANK,NUMBER_OF_RELATIONSHIP_NON_BANK,NUM_NEW_LOAN_TAKEN_3M,NUM_NEW_LOAN_TAKEN_6M,NUM_NEW_LOAN_TAKEN_9M,NUM_NEW_LOAN_TAKEN_12M,NUM_NEW_LOAN_TAKEN_BANK_3M,NUM_NEW_LOAN_TAKEN_BANK_6M,NUM_NEW_LOAN_TAKEN_BANK_9M,NUM_NEW_LOAN_TAKEN_BANK_12M,NUM_NEW_LOAN_TAKEN_NON_BANK_3M,NUM_NEW_LOAN_TAKEN_NON_BANK_6M,NUM_NEW_LOAN_TAKEN_NON_BANK_9M,NUM_NEW_LOAN_TAKEN_NON_BANK_12M,OUTSTANDING_BAL_LOAN_CURRENT,OUTSTANDING_BAL_LOAN_3M,OUTSTANDING_BAL_LOAN_6M,OUTSTANDING_BAL_LOAN_9M,OUTSTANDING_BAL_LOAN_12M,OUTSTANDING_BAL_CC_3M,OUTSTANDING_BAL_CC_6M,OUTSTANDING_BAL_CC_9M,OUTSTANDING_BAL_CC_12M,OUTSTANDING_BAL_ALL_3M,OUTSTANDING_BAL_ALL_6M,OUTSTANDING_BAL_ALL_9M,OUTSTANDING_BAL_ALL_12M,OUTSTANDING_BAL_LOAN_3M_6M,OUTSTANDING_BAL_LOAN_6M_9M,OUTSTANDING_BAL_LOAN_9M_12M,OUTSTANDING_BAL_LOAN_6M_12M,OUTSTANDING_BAL_LOAN_3M_12M,OUTSTANDING_BAL_CC_3M_6M,OUTSTANDING_BAL_CC_6M_9M,OUTSTANDING_BAL_CC_9M_12M,OUTSTANDING_BAL_CC_6M_12M,OUTSTANDING_BAL_CC_3M_12M,OUTSTANDING_BAL_ALL_3M_6M,OUTSTANDING_BAL_ALL_6M_9M,OUTSTANDING_BAL_ALL_9M_12M,OUTSTANDING_BAL_ALL_6M_12M,OUTSTANDING_BAL_ALL_3M_12M,INCREASING_BAL_3M_LOAN,INCREASING_BAL_6M_LOAN,INCREASING_BAL_3M_CC,INCREASING_BAL_6M_CC,INCREASING_BAL_3M_ALL,INCREASING_BAL_6M_ALL,OUTSTANDING_BAL_CC_CURRENT,CREDIT_CARD_MONTH_SINCE_10DPD,CREDIT_CARD_MONTH_SINCE_30DPD,CREDIT_CARD_MONTH_SINCE_60DPD,CREDIT_CARD_MONTH_SINCE_90DPD,CREDIT_CARD_NUMBER_OF_LATE_PAYMENT,ENQUIRIES_3M,ENQUIRIES_6M,ENQUIRIES_9M,ENQUIRIES_12M,ENQUIRIES_FROM_BANK_3M,ENQUIRIES_FROM_NON_BANK_3M,ENQUIRIES_FOR_LOAN_3M,ENQUIRIES_FOR_CC_3M,ENQUIRIES_FROM_BANK_FOR_LOAN_3M,ENQUIRIES_FROM_NON_BANK_FOR_LOAN_3M,ENQUIRIES_FROM_BANK_FOR_CC_3M,ENQUIRIES_FROM_NON_BANK_FOR_CC_3M,ENQUIRIES_FROM_BANK_6M,ENQUIRIES_FROM_NON_BANK_6M,ENQUIRIES_FOR_LOAN_6M,ENQUIRIES_FOR_CC_6M,ENQUIRIES_FROM_BANK_FOR_LOAN_6M,ENQUIRIES_FROM_NON_BANK_FOR_LOAN_6M,ENQUIRIES_FROM_BANK_FOR_CC_6M,ENQUIRIES_FROM_NON_BANK_FOR_CC_6M,ENQUIRIES_FROM_BANK_9M,ENQUIRIES_FROM_NON_BANK_9M,ENQUIRIES_FOR_LOAN_9M,ENQUIRIES_FOR_CC_9M,ENQUIRIES_FROM_BANK_FOR_LOAN_9M,ENQUIRIES_FROM_NON_BANK_FOR_LOAN_9M,ENQUIRIES_FROM_BANK_FOR_CC_9M,ENQUIRIES_FROM_NON_BANK_FOR_CC_9M,ENQUIRIES_FROM_BANK_12M,ENQUIRIES_FROM_NON_BANK_12M,ENQUIRIES_FOR_LOAN_12M,ENQUIRIES_FOR_CC_12M,ENQUIRIES_FROM_BANK_FOR_LOAN_12M,ENQUIRIES_FROM_NON_BANK_FOR_LOAN_12M,ENQUIRIES_FROM_BANK_FOR_CC_12M,ENQUIRIES_FROM_NON_BANK_FOR_CC_12M,ENQUIRIES_3M_6M,ENQUIRIES_6M_9M,ENQUIRIES_9M_12M,ENQUIRIES_6M_12M,ENQUIRIES_3M_12M,ENQUIRIES_FROM_BANK_3M_6M,ENQUIRIES_FROM_BANK_6M_9M,ENQUIRIES_FROM_BANK_9M_12M,ENQUIRIES_FROM_BANK_6M_12M,ENQUIRIES_FROM_BANK_3M_12M,ENQUIRIES_FROM_NON_BANK_3M_6M,ENQUIRIES_FROM_NON_BANK_6M_9M,ENQUIRIES_FROM_NON_BANK_9M_12M,ENQUIRIES_FROM_NON_BANK_6M_12M,ENQUIRIES_FROM_NON_BANK_3M_12M,OUTSTANDING_BAL_ALL_CURRENT,y_pred_proba,y_pred,y_true
7.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,7.0,4.0,4.0,,7.0,1.0,13.0,10.0,4.0,,4.0,7.0,7.0,4.0,4.0,7.0,7.0,4.0,4.0,7.0,7.0,1000050.0,,,1000046.667,1000037.5,1000010.0,1000008.333,1000006.667,1000005.0,,1000075.0,1000053.333,1000042.5,1000008.5,1000014.286,,1000017.778,1000015.111,1000012.0,,1000013.333,1000016.667,1000020.0,1000008.889,1000014.063,1000012.549,1000017.647,,,1000000.0,,1000000.0,1000000.0,1000000.0,1000010.0,431.0,431.0,431.0,431.0,,,17.0,17.0,,12.0,7.0,,7.0,7.0,7.0,7.0,2.0,,,12.0,7.0,7.0,,7.0,2.0,12.0,7.0,12.0,7.0,7.0,7.0,7.0,,12.0,7.0,12.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1000060.0,0.06255743026140874,0,0
7.0,,1.0,4.0,4.0,1.0,4.0,1.0,1.0,10.0,7.0,4.0,1.0,1.0,1.0,10.0,7.0,4.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,,1000190.0,1000206.667,1000196.667,1000131.111,1000100.833,,999990.0,999990.0,999990.0,1000206.667,1000196.667,1000131.111,1000100.833,1000010.508,1000015.0,1000013.003,1000019.504,1000020.496,999990.0,999990.0,999990.0,999990.0,999990.0,1000010.508,1000015.0,1000013.003,1000019.504,1000020.496,1000000.0,1000000.0,999990.0,999990.0,1000000.0,,999990.0,431.0,,431.0,431.0,1.0,7.0,12.0,12.0,12.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,4.5,7.0,7.0,7.0,4.5,,-3.0,,-3.0,,4.5,7.0,7.0,7.0,4.5,1000190.0,0.0713437429427712,0,0
10.0,7.0,1.0,7.0,1.0,1.0,4.0,7.0,1.0,16.0,7.0,10.0,7.0,,1.0,22.0,,10.0,7.0,,13.0,16.0,,10.0,13.0,16.0,7.0,10.0,13.0,16.0,1000710.0,1000593.333,1000593.333,1000540.0,1000543.333,1000360.0,1000360.0,1000360.0,1000360.0,1000953.333,1000953.333,,1000903.333,,1000010.988,1000009.939,1000010.92,1000010.92,1000010.0,1000010.0,,,1000010.0,1000010.0,1000010.593,1000009.963,1000010.554,1000010.554,,1000000.0,1000000.0,1000000.0,1000000.0,,1000360.0,431.0,431.0,431.0,431.0,1.0,22.0,67.0,92.0,97.0,2.0,22.0,17.0,7.0,2.0,17.0,2.0,7.0,42.0,27.0,42.0,27.0,22.0,22.0,22.0,7.0,62.0,32.0,57.0,37.0,32.0,27.0,32.0,7.0,62.0,37.0,62.0,37.0,32.0,32.0,32.0,7.0,3.538461538,5.611111111,6.736842105,5.421052632,3.052631579,,5.333333333,7.0,5.333333333,2.0,6.0,6.166666667,6.285714286,5.571428571,4.857142857,1001070.0,0.01790857292245666,0,0
1.0,4.0,1.0,1.0,1.0,,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,1000140.0,1000076.667,1000063.333,1000047.5,1000000.0,1000000.0,1000000.0,1000000.0,1000140.0,,1000063.333,1000047.5,1000018.261,1000012.105,1000013.333,1000016.14,,,1000000.0,1000000.0,1000000.0,1000000.0,,1000012.105,1000013.333,1000016.14,1000029.474,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,431.0,431.0,431.0,431.0,1.0,17.0,17.0,17.0,17.0,12.0,7.0,12.0,7.0,7.0,7.0,7.0,2.0,12.0,7.0,12.0,7.0,7.0,7.0,7.0,2.0,12.0,7.0,12.0,7.0,7.0,7.0,7.0,2.0,12.0,7.0,12.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,1000210.0,0.24934173798927203,0,1
1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1000000.0,1000000.0,1000011.667,1000037.778,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000011.667,1000037.778,1000040.0,1000000.0,1000003.088,1000009.444,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000003.088,1000009.444,1000002.917,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,431.0,431.0,431.0,431.0,1.0,7.0,7.0,7.0,7.0,2.0,,7.0,2.0,2.0,7.0,2.0,2.0,,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,,2.0,7.0,2.0,2.0,2.0,,7.0,2.0,2.0,7.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,2.0,,2.0,2.0,2.0,7.0,,7.0,,7.0,1000000.0,0.8901206100741105,1,1
1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1000390.0,1000393.333,1000330.0,1000220.0,1000165.0,1000000.0,1000000.0,1000000.0,1000000.0,1000393.333,1000330.0,1000220.0,1000165.0,,1000015.0,1000013.333,1000020.0,1000023.838,1000000.0,1000000.0,1000000.0,1000000.0,,1000011.919,1000015.0,1000013.333,,1000023.838,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,431.0,431.0,431.0,431.0,1.0,17.0,22.0,22.0,22.0,7.0,12.0,17.0,2.0,7.0,12.0,2.0,2.0,,17.0,22.0,2.0,7.0,17.0,2.0,2.0,7.0,17.0,22.0,2.0,7.0,17.0,2.0,2.0,7.0,17.0,22.0,2.0,,17.0,2.0,2.0,5.75,7.0,,7.0,5.75,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,5.333333333,1000390.0,0.5082921318760593,1,0
1.0,10.0,1.0,1.0,4.0,,1.0,7.0,1.0,10.0,4.0,7.0,16.0,13.0,4.0,25.0,16.0,10.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,1000730.0,1000180.0,1000090.0,1000060.0,1001142.5,1002793.333,1002441.667,1002268.889,1002098.333,1002973.333,1002531.667,1002328.889,1003240.833,,1000015.0,1000000.525,1000000.788,1000001.575,1000011.44,1000010.762,1000010.813,1000011.636,1000013.312,1000011.745,1000010.871,1000007.186,1000007.812,1000009.175,1000000.0,1000000.0,,1000000.0,1000000.0,1000000.0,1002700.0,,431.0,431.0,431.0,1.0,32.0,42.0,42.0,77.0,12.0,,22.0,12.0,7.0,17.0,7.0,7.0,22.0,,27.0,17.0,12.0,17.0,12.0,7.0,22.0,22.0,27.0,17.0,12.0,17.0,12.0,7.0,57.0,22.0,47.0,32.0,32.0,,27.0,,,7.0,,,,,7.0,3.818181818,3.818181818,2.909090909,7.0,7.0,7.0,7.0,,,0.053770547723143255,0,0
4.0,1.0,7.0,1.0,1.0,7.0,4.0,1.0,1.0,10.0,7.0,4.0,10.0,7.0,,19.0,13.0,7.0,4.0,4.0,7.0,10.0,4.0,4.0,7.0,10.0,4.0,4.0,7.0,10.0,,1006956.667,1007065.0,1006710.0,1005307.5,1000660.0,1000630.0,1000580.0,1000435.0,1007616.667,1007695.0,1007290.0,1005742.5,,1000010.529,1000012.642,1000013.311,1000013.107,1000010.476,1000010.862,,1000014.483,1000015.172,1000009.898,1000010.556,1000012.695,1000013.4,1000013.264,1000000.0,,1000000.0,1000000.0,1000000.0,1000000.0,1000780.0,431.0,431.0,431.0,431.0,1.0,27.0,27.0,62.0,82.0,17.0,12.0,,,12.0,12.0,,2.0,17.0,12.0,22.0,7.0,12.0,12.0,,2.0,52.0,12.0,42.0,22.0,32.0,12.0,,2.0,72.0,,57.0,27.0,,12.0,27.0,2.0,7.0,4.083333333,5.75,3.5625,,,3.5,5.571428571,3.071428571,3.071428571,7.0,7.0,7.0,7.0,7.0,1007690.0,0.05317697191571462,0,0
7.0,1.0,,,1.0,1.0,7.0,1.0,1.0,7.0,1.0,7.0,1.0,,1.0,7.0,1.0,7.0,,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,,7.0,1000070.0,1000086.667,1000063.333,1000053.333,1000050.0,999990.0,999990.0,,,1000086.667,1000063.333,1000053.333,1000050.0,1000013.684,1000011.875,1000010.667,1000012.667,1000017.333,999990.0,999990.0,999990.0,999990.0,999990.0,1000013.684,1000011.875,1000010.667,1000012.667,1000017.333,1000000.0,1000000.0,999990.0,,,1000000.0,999990.0,431.0,431.0,431.0,431.0,1.0,,12.0,12.0,,,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,,-3.0,-3.0,-3.0,-3.0,,7.0,7.0,7.0,7.0,1000070.0,0.20597966898701245,0,0
4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,1.0,4.0,4.0,1.0,,7.0,1.0,7.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1000110.0,1000093.333,1000066.667,1000057.778,1000050.833,1000000.0,,1000000.0,1000000.0,1000093.333,1000066.667,,1000050.833,1000014.0,1000011.538,1000011.366,1000013.115,1000018.361,999990.0,999990.0,999990.0,999990.0,999990.0,1000014.0,1000011.538,1000011.366,,1000018.361,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,1000000.0,431.0,431.0,431.0,431.0,1.0,12.0,12.0,12.0,12.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,,2.0,2.0,12.0,2.0,2.0,,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,,,12.0,2.0,2.0,7.0,7.0,,7.0,7.0,,-3.0,-3.0,-3.0,-3.0,7.0,7.0,7.0,7.0,7.0,1000110.0,0.17559175431311622,0,0
1.0,4.0,1.0,1.0,1.0,,1.0,4.0,1.0,,1.0,4.0,4.0,1.0,,7.0,,7.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,,1000150.0,1000156.667,,1000052.222,1000039.167,1000323.333,1000331.667,,1000335.833,1000480.0,1000410.0,1000386.667,1000375.0,1000020.0,1000015.0,,,1000040.0,,1000009.917,1000009.959,1000009.876,1000009.628,1000011.707,1000010.603,1000010.311,1000010.933,1000012.8,1000000.0,1000000.0,1000010.0,1000000.0,1000010.0,1000000.0,1000330.0,431.0,431.0,431.0,431.0,1.0,7.0,22.0,42.0,42.0,2.0,7.0,,2.0,2.0,7.0,2.0,2.0,7.0,17.0,17.0,,7.0,12.0,2.0,7.0,27.0,17.0,27.0,17.0,17.0,12.0,12.0,7.0,27.0,17.0,27.0,17.0,17.0,12.0,12.0,7.0,,4.5,7.0,4.5,,2.0,3.0,,3.0,2.0,3.666666667,7.0,7.0,,3.666666667,1000480.0,0.1229532837823824,0,0
7.0,1.0,1.0,,1.0,1.0,4.0,1.0,1.0,7.0,4.0,4.0,7.0,7.0,,13.0,10.0,4.0,4.0,,4.0,,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,1000300.0,,1000126.667,1000110.0,1000106.667,1000006.667,1000003.333,1000002.222,1000001.667,1000196.667,1000130.0,1000112.222,1000108.333,1000015.0,,1000010.313,1000011.875,1000017.813,1000020.0,1000015.0,1000013.333,1000020.0,1000040.0,1000015.128,1000011.584,1000010.359,1000012.0,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,,431.0,431.0,431.0,1.0,7.0,7.0,,7.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,,2.0,7.0,,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,-3.0,,,-3.0,-3.0,7.0,7.0,7.0,7.0,7.0,1000310.0,0.03588113578012127,0,0
,4.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,10.0,4.0,7.0,22.0,22.0,1.0,31.0,25.0,7.0,7.0,,,13.0,7.0,,10.0,13.0,7.0,7.0,10.0,13.0,1000380.0,1000200.0,1000213.333,1000188.889,,1000200.0,1000265.0,1000274.444,1000266.667,1000400.0,1000478.333,,1000426.667,,1000011.294,1000011.806,1000013.333,1000012.5,1000007.547,1000009.656,1000010.292,1000009.938,1000007.5,,1000010.324,1000010.859,1000011.211,1000009.375,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000300.0,431.0,431.0,431.0,431.0,,17.0,,37.0,37.0,7.0,12.0,17.0,2.0,7.0,12.0,2.0,2.0,27.0,12.0,,12.0,17.0,12.0,12.0,2.0,,12.0,27.0,12.0,17.0,12.0,12.0,2.0,,12.0,27.0,12.0,17.0,12.0,12.0,2.0,4.142857143,7.0,,7.0,4.142857143,3.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,7.0,7.0,1000680.0,0.038292696296703184,0,0
19.0,1.0,1.0,7.0,1.0,1.0,13.0,1.0,1.0,19.0,7.0,13.0,,10.0,7.0,34.0,16.0,,,10.0,,19.0,4.0,10.0,13.0,19.0,4.0,10.0,13.0,19.0,1000120.0,1000050.0,1000098.333,1000106.667,1000099.167,1000873.333,1001105.0,1001190.0,1001209.167,1000923.333,1001203.333,,1001308.333,1000005.085,1000009.219,1000010.756,1000009.916,,,1000009.286,1000009.841,1000009.139,,1000007.673,1000009.28,1000009.911,1000009.197,1000007.057,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1001290.0,431.0,431.0,431.0,431.0,,12.0,22.0,22.0,22.0,7.0,7.0,12.0,2.0,7.0,7.0,2.0,,7.0,17.0,22.0,2.0,7.0,17.0,2.0,,7.0,17.0,,2.0,7.0,,2.0,2.0,7.0,17.0,22.0,2.0,7.0,17.0,,2.0,4.5,7.0,7.0,,4.5,7.0,7.0,7.0,7.0,7.0,3.666666667,7.0,7.0,7.0,3.666666667,1001410.0,0.016609752207713782,0,0
13.0,7.0,1.0,,1.0,1.0,10.0,7.0,1.0,19.0,4.0,16.0,1.0,1.0,1.0,19.0,,16.0,10.0,16.0,19.0,19.0,10.0,16.0,19.0,19.0,10.0,16.0,19.0,19.0,1000750.0,1000316.667,1000261.667,1000275.556,1000298.333,1000000.0,1000000.0,1000000.0,1000000.0,1000316.667,,,1000298.333,1000012.102,1000009.496,1000009.236,1000008.771,1000010.615,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000012.102,1000009.496,1000009.236,1000008.771,1000010.615,1000000.0,,1000000.0,1000000.0,,1000000.0,1000000.0,431.0,431.0,431.0,431.0,1.0,7.0,7.0,7.0,12.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,12.0,12.0,,,12.0,2.0,,7.0,,4.5,4.5,4.5,2.0,2.0,2.0,2.0,2.0,7.0,7.0,4.5,4.5,4.5,,0.0673031340695335,0,1
7.0,1.0,1.0,4.0,1.0,,,,1.0,7.0,4.0,4.0,1.0,1.0,1.0,7.0,4.0,4.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,1000140.0,1000073.333,1000080.0,1000066.667,1000059.167,,1000000.0,1000000.0,,1000073.333,1000080.0,1000066.667,1000059.167,1000009.167,1000012.0,1000011.268,1000013.521,,,1000000.0,,,1000000.0,1000009.167,1000012.0,1000011.268,1000013.521,,1000010.0,,1000000.0,1000000.0,1000010.0,1000000.0,1000000.0,431.0,431.0,431.0,,1.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,7.0,7.0,,7.0,7.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,1000140.0,0.20890502373079653,0,0
10.0,1.0,,,1.0,1.0,7.0,1.0,1.0,10.0,4.0,7.0,37.0,,4.0,46.0,37.0,10.0,1.0,4.0,7.0,7.0,1.0,4.0,7.0,7.0,1.0,4.0,7.0,7.0,1000240.0,1000310.0,1000265.0,1000240.0,1000213.333,,1003041.667,1002923.333,1002713.333,1003396.667,1003306.667,,1002926.667,1000011.698,,1000011.25,1000012.422,1000014.531,1000010.148,1000010.405,,1000011.21,1000011.376,,1000010.453,1000010.809,1000011.298,1000011.606,1000000.0,1000000.0,,,1000000.0,1000000.0,1003070.0,431.0,431.0,431.0,431.0,1.0,7.0,7.0,7.0,,2.0,7.0,7.0,2.0,2.0,7.0,,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,22.0,17.0,22.0,12.0,12.0,12.0,,7.0,7.0,7.0,2.714285714,2.714285714,2.714285714,-3.0,-3.0,2.0,2.0,2.0,7.0,7.0,3.666666667,3.666666667,3.666666667,1003310.0,0.02147208669693949,0,0
,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000010.0,1000010.0,,1000010.0,1000010.0,1000010.0,1000000.0,431.0,431.0,431.0,431.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,1000000.0,0.8908270586348038,1,1
,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,7.0,7.0,,10.0,10.0,1.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,1000010.0,1000025.0,,1000046.667,1000053.333,1000031.667,1000021.111,1000015.833,1000063.333,1000056.667,1000044.444,1000062.5,1000004.0,1000010.714,1000005.0,1000005.357,1000002.143,1000016.842,1000015.0,1000013.333,,1000033.684,1000011.176,1000012.75,1000007.111,1000009.067,1000010.133,1000000.0,1000000.0,1000010.0,,1000000.0,1000000.0,1000080.0,431.0,431.0,431.0,431.0,1.0,32.0,47.0,47.0,47.0,22.0,12.0,22.0,12.0,12.0,12.0,12.0,2.0,37.0,,32.0,17.0,22.0,12.0,17.0,2.0,37.0,12.0,32.0,17.0,22.0,12.0,,,,12.0,32.0,17.0,22.0,12.0,17.0,2.0,5.333333333,7.0,7.0,7.0,,4.857142857,7.0,7.0,7.0,4.857142857,7.0,7.0,7.0,7.0,7.0,1000130.0,0.16661058383935393,0,0
7.0,,1.0,4.0,4.0,1.0,4.0,1.0,1.0,10.0,7.0,4.0,4.0,4.0,1.0,13.0,10.0,4.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,,1001810.0,1001913.333,1001936.667,1002004.444,1002085.833,1000000.0,1000000.0,1000000.0,1000000.833,1001913.333,1001936.667,1002004.444,1002086.667,1000009.88,1000009.662,1000009.61,1000009.285,1000009.173,999990.0,999990.0,1000000.0,1000000.0,1000000.0,1000009.88,1000009.662,1000009.606,,1000009.169,1000000.0,,1000000.0,1000000.0,1000000.0,,1000000.0,431.0,431.0,431.0,431.0,1.0,,12.0,12.0,12.0,2.0,12.0,12.0,2.0,2.0,,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,,2.0,2.0,,7.0,7.0,7.0,7.0,-3.0,-3.0,-3.0,-3.0,,7.0,,7.0,7.0,,1001810.0,0.12160382226411455,0,0
4.0,1.0,,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,7.0,,7.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,1000050.0,1000036.667,1000018.333,1000012.222,,,1000056.667,1000078.889,1000099.167,1000066.667,1000075.0,1000091.111,1000108.333,1000020.0,1000015.0,,1000020.0,,1000005.294,1000007.183,1000007.955,1000005.714,1000003.025,1000008.889,1000008.232,1000008.41,1000006.923,1000006.154,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000020.0,431.0,431.0,431.0,,1.0,7.0,7.0,12.0,12.0,2.0,7.0,7.0,2.0,2.0,,2.0,,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,12.0,12.0,2.0,,12.0,2.0,,,12.0,12.0,,2.0,12.0,2.0,2.0,7.0,4.5,7.0,4.5,4.5,-3.0,-3.0,-3.0,-3.0,-3.0,7.0,4.5,7.0,,4.5,,0.14716150859299143,0,0
